period,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather,appCat.utilities,id
10,8.0,-0.08611111111111114,0.5805555555555556,0.1065957175706561,25781.646996498108,30.0,5.0,4335.273,13639.35,4200.618,0.0,0.0,0.0,496.114,906.775,179.233,0.0,0.0,13.118,AS14.32
11,8.5,-0.0027777777777778048,0.5805555555555556,0.11462058154098555,25371.584996700283,35.0,5.0,5397.028,12413.022,5538.354,0.0,0.0,0.0,459.501,931.9269999999999,423.16200000000003,0.0,0.0,13.118,AS14.32
12,8.5,0.024999999999999984,0.6083333333333333,0.10354751767099286,25587.24699831009,33.0,4.0,5418.561,11655.867,6056.291,0.0,0.0,0.0,378.608,931.9269999999999,458.09000000000003,0.0,0.0,0.0,AS14.32
13,7.0,-0.17500000000000002,0.6416666666666667,0.11029728669088,31570.976998090744,30.0,3.0,6026.121,12571.687,9059.525000000001,0.0,0.0,0.0,459.219,999.251,558.425,0.0,0.0,0.0,AS14.32
14,7.883180374089994,0.11324227706727796,0.6438402610925317,0.09908058191791587,29799.167999267578,26.0,3.0,6437.5560000000005,11425.282000000001,8506.531,0.0,0.0,0.0,376.628,709.8829999999999,525.82,0.0,0.0,0.0,AS14.32
15,7.883180374089994,0.018151220801222598,0.6626805221850635,0.09282510053845999,25839.89100050926,23.0,3.0,5065.3949999999995,9532.04,8110.727000000001,0.0,0.0,0.0,328.646,709.8829999999999,493.61,0.0,0.0,0.0,AS14.32
16,7.0,-0.2735154458654441,0.5376805221850635,0.07774263632319434,25050.534000873566,16.0,1.0,4587.246,11126.774,7388.028,0.0,0.0,0.0,246.315,709.8829999999999,493.61,0.0,0.0,0.0,AS14.32
17,7.658513970449885,-0.4814773503904067,0.4782635456399522,0.07638764906559382,27538.87500095367,12.0,1.0,4036.584,11721.423999999999,5946.041,0.0,0.0,0.0,198.572,941.76,418.878,0.0,0.0,0.0,AS14.32
18,7.0,-0.5981440170570734,0.3949302123066189,0.08393973941141018,28793.376999139775,11.0,2.0,3483.779,12373.533,5720.262,0.0,0.0,0.0,469.716,1048.033,448.87,0.0,0.0,0.0,AS14.32
19,8.0,-0.43147735039040674,0.31159687897328553,0.07209599972098381,25344.413998365388,18.0,1.0,3757.828,12873.207999999999,2624.783,0.0,0.0,0.0,365.88199999999995,1000.645,372.801,0.0,0.0,0.0,AS14.32
20,8.0,-0.41971962745768465,0.3760899512140871,0.08641836673541015,42855.89199900627,22.0,2.0,4254.757,15877.568,3167.884,0.0,0.0,0.0,602.269,1163.353,505.65099999999995,0.0,0.0,0.0,AS14.32
21,7.700888908305618,-0.44760705759014136,0.35637400585932616,0.10798430262540176,42619.91899895668,22.0,2.0,4108.285,16145.503,3732.578,0.0,0.0,0.0,596.147,1163.353,505.65099999999995,0.0,0.0,0.0,AS14.32
22,7.0,-0.23927372425680804,0.39804067252599284,0.11105371277032859,43529.912998199456,25.0,2.0,5350.11,13664.195,4065.6040000000003,0.0,0.0,0.0,567.717,1566.562,505.65099999999995,0.0,0.0,447.418,AS14.32
23,7.5,-0.11464515306517875,0.3741243157377708,0.10077258029322227,43884.03499817848,29.0,2.0,6979.84,13675.857,8288.949,0.0,0.0,0.0,599.256,971.528,406.87699999999995,0.0,0.0,447.418,AS14.32
24,8.0,0.08535484693482125,0.4852354268488819,0.10032586252096909,40854.18199872971,31.0,1.0,6160.835,13770.417,7971.343999999999,0.0,0.0,0.0,413.498,865.2550000000001,227.539,0.0,0.0,447.418,AS14.32
25,7.0,0.08535484693482125,0.5130132046266597,0.10353804472716382,43534.365999221816,28.0,4.0,5381.15,12771.574,8210.001,0.0,0.0,0.0,429.796,752.915,306.763,0.0,0.0,447.418,AS14.32
26,7.0,-0.08131181973184542,0.34634653795999304,0.10594938370412721,28676.175997972496,31.0,3.0,4827.828,12224.171,8422.581999999999,0.0,0.0,0.0,234.109,403.209,173.913,0.0,0.0,447.418,AS14.32
27,7.25,-0.08333333333333333,0.2638888888888889,0.09078600539416058,29967.944998979572,41.0,3.0,5413.207,12534.057,8392.055,0.0,0.0,0.0,274.369,403.209,263.868,0.0,0.0,447.418,AS14.32
28,7.5,-0.16666666666666666,0.34722222222222215,0.09643647917111635,27036.700999259956,39.0,3.0,4287.118,13186.583999999999,7944.994,0.0,0.0,0.0,273.769,0.0,263.868,0.0,0.0,0.0,AS14.32
29,8.666666666666666,-0.1527777777777778,0.47222222222222215,0.10519766079065933,23963.888998985294,33.0,4.0,2368.099,13174.235,3218.235,0.0,0.0,0.0,408.52200000000005,430.094,193.445,0.0,0.0,0.0,AS14.32
30,7.0,-0.40277777777777773,0.3611111111111111,0.092739584673967,27158.788999557495,49.0,4.0,3836.01,14831.393,4876.77,0.0,0.0,0.0,341.395,772.027,193.445,0.0,0.0,0.0,AS14.32
31,7.514430201917682,-0.4465343820159657,0.31261139104484525,0.10202702859099481,23490.791999578472,52.0,1.0,3955.946,16442.577,5254.701,0.0,0.0,0.0,369.226,772.027,89.955,0.0,0.0,0.0,AS14.32
32,6.0,-0.4465343820159657,0.27094472437817857,0.08875510346154407,22933.267999172207,47.0,1.0,4137.284,15639.112,4979.967000000001,0.0,0.0,0.0,374.893,773.034,203.648,0.0,0.0,0.0,AS14.32
33,6.0,-0.5715343820159656,0.2292780577115119,0.09175428654436614,24437.922998666756,50.0,3.0,6061.842000000001,17069.061999999998,4708.135,0.0,0.0,0.0,401.013,773.034,113.693,0.0,0.0,0.0,AS14.32
34,7.75,-0.4465343820159657,0.27094472437817857,0.09097104477479911,27379.32899665832,57.0,3.0,6966.282999999999,17656.183,5652.525000000001,0.0,0.0,0.0,417.308,773.034,689.36,0.0,0.0,0.0,AS14.32
35,7.25,-0.6270899375715212,0.18761139104484525,0.09352971492854394,28155.298997640606,62.0,2.0,7324.485,18013.119,8626.012,0.0,0.0,0.0,303.533,2224.095,1355.939,0.0,0.0,0.0,AS14.32
36,7.2,-0.7770899375715211,0.22094472437817858,0.10423609966109208,24512.597997903824,47.0,2.0,6167.401,15642.724,6878.699,0.0,0.0,6.036,489.861,1882.162,1355.939,0.0,0.0,0.0,AS14.32
37,7.2,-0.8333333333333334,0.19166666666666665,0.09981657017370237,21384.95999789238,38.0,2.0,5565.34,12794.981,6123.238,0.0,0.0,6.036,438.997,1882.162,1355.939,0.0,0.0,0.0,AS14.32
38,7.152287163573074,-0.7816829385192724,0.2783312204295821,0.10346911847233102,18486.219998836517,34.0,2.0,5075.563,11149.618,5586.9400000000005,0.0,0.0,6.036,392.63,1881.155,1242.246,0.0,0.0,0.0,AS14.32
39,7.152287163573074,-0.7300325437052115,0.36499577419249746,0.11225438760173424,14062.8879981041,21.0,0.0,2781.3489999999997,7867.072,5210.445,0.0,0.0,6.036,326.25,1881.155,1242.246,0.0,0.0,0.0,AS14.32
1,7.2,-0.17777777777777778,0.8888888888888888,0.08892934190244539,65865.11300182341,12.0,2.0,8933.306,10786.779,4819.676,0.0,0.0,0.0,510.638,37497.299,3.019,27.135,0.0,641.903,AS14.33
2,6.2,-0.3333333333333333,0.7999999999999999,0.08734086718978899,81404.22499990463,14.0,1.0,11951.543,10992.923999999999,5704.882,0.0,0.0,0.0,481.59299999999996,41007.116,55.455,0.0,0.0,567.103,AS14.33
3,5.2,-0.26666666666666666,0.4666666666666666,0.07659803558070598,69372.87399864195,13.0,1.0,10373.961,10413.996,5991.085,0.0,0.0,0.0,397.022,39366.336,55.455,0.0,0.0,283.658,AS14.33
4,7.0,-0.17500000000000002,0.5,0.09283482027148897,67046.61699819565,15.0,3.0,11835.103,11099.453,6091.007,0.0,0.0,0.0,393.96000000000004,36772.067,106.167,0.0,0.0,272.278,AS14.33
5,8.4,-0.041666666666666664,0.4666666666666666,0.07402561269288975,66991.07899546623,44.0,5.0,13012.898,8460.561,6191.27,0.0,0.0,0.0,390.697,35570.263,142.336,0.0,0.0,188.339,AS14.33
6,7.6,0.025000000000000005,0.43333333333333335,0.1254470265026293,63379.41499662399,62.0,9.0,15613.188,7181.196,4890.828,0.0,0.0,0.0,385.774,31203.146,142.336,4.011,0.0,208.026,AS14.33
7,6.2,-0.17499999999999996,0.39999999999999997,0.127979302612401,72642.44899868965,66.0,9.0,17656.854,7343.21,5590.0650000000005,0.0,0.0,0.0,383.868,30324.806,139.317,4.011,0.0,208.794,AS14.33
8,6.75,-0.2833333333333333,0.5583333333333333,0.12753340159212284,74912.47900032997,61.0,10.0,18661.956,8370.952000000001,5345.995,3.106,0.0,0.0,363.80400000000003,29626.034,86.881,4.011,0.0,455.501,AS14.33
9,6.2,-0.31666666666666665,0.725,0.13953816730286964,84538.9229991436,63.0,11.0,21988.419,9331.965,4997.285,3.106,0.0,0.0,434.823,31038.068,231.362,4.011,0.0,553.1370000000001,AS14.33
10,6.4,-0.44166666666666665,0.5916666666666667,0.11937168400533645,83939.28399896622,59.0,8.0,20060.042999999998,7484.24,5119.831,3.106,0.0,0.0,421.829,32274.305,399.823,4.011,0.0,462.148,AS14.33
11,7.0,-0.6749999999999999,0.525,0.12458381719388,86826.23700141907,36.0,7.0,19497.395,7511.725,5296.688,3.106,0.0,0.0,426.915,33777.241,568.717,4.011,0.0,593.289,AS14.33
12,6.772186882561584,-0.8300937067298357,0.4398784789129881,0.124801454937339,80404.39900064468,20.0,6.0,16954.559,7180.463,5070.622,3.106,0.0,0.0,426.15700000000004,30654.2,568.717,0.0,0.0,650.87,AS14.33
13,6.772186882561584,-0.7185207467930047,0.4547569578259761,0.16586686848111423,63496.88199877739,19.0,7.0,27181.874,5721.652,3411.0550000000003,3.106,0.0,0.0,383.21000000000004,22899.047,568.717,0.0,0.0,645.894,AS14.33
14,8.333333333333334,-0.5101874134596714,0.49642362449264277,0.20928196794883946,47686.511996269226,28.0,7.0,26217.66,3691.5640000000003,2975.4700000000003,0.0,0.0,0.0,362.262,17886.009000000002,698.684,0.0,0.0,406.82,AS14.33
15,9.666666666666666,-0.776854080126338,0.5408680689370872,0.20189292779886478,43452.54599642754,31.0,6.0,25440.614999999998,3688.27,2957.87,0.0,0.0,0.0,262.13100000000003,17340.771,628.857,0.0,0.0,309.18399999999997,AS14.33
16,7.769391402540282,-0.7398617049822142,0.6127948111827561,0.21250372713255794,53259.68099713326,38.0,7.0,25907.259000000002,9881.14,2783.571,0.0,0.0,0.0,207.577,18646.709,594.818,0.0,0.0,324.647,AS14.33
17,5.0,-0.6815283716488807,0.46279481118275617,0.18317646245223976,43594.45799708368,31.0,7.0,22699.363,8510.131,2630.4539999999997,0.0,0.0,0.0,191.792,16650.542,391.918,0.0,0.0,196.693,AS14.33
18,6.6,-0.7264346649190451,0.4479163322697681,0.139380080672828,55364.63599753381,36.0,4.0,24322.595999999998,10402.793,4005.48,0.0,0.0,0.0,249.411,22672.697,751.238,0.0,0.0,221.513,AS14.33
19,4.8,-0.6046742915225427,0.3330378533567801,0.09178089601321458,65009.91499829294,33.0,5.0,12683.029999999999,10991.214,4819.333,0.0,0.0,0.0,290.394,29717.199,751.318,0.0,0.0,237.99,AS14.33
20,7.6,-0.6713409581892095,0.3330378533567801,0.05039026738666965,75150.21600031854,27.0,4.0,10950.343,11547.757,4920.764,0.0,0.0,0.0,321.373,30313.735999999997,660.843,0.0,0.0,315.705,AS14.33
21,6.0,-0.33800762485587604,0.28859340891233565,0.046349246292565205,68269.6620016098,21.0,4.0,7795.567999999999,10818.37,4438.321,0.0,0.0,0.0,335.773,28822.535,590.216,0.0,0.0,315.705,AS14.33
22,6.0,-0.3333333333333333,0.26666666666666666,0.03752906223629577,65880.25800156593,14.0,3.0,7437.326,5020.116,4189.576,0.0,0.0,0.0,629.006,26630.403,405.082,0.0,0.0,300.24199999999996,AS14.33
23,5.0,-0.20833333333333334,0.35000000000000003,0.060563108593464865,81512.61000084877,14.0,2.0,9656.144,9353.805,4859.232,0.0,0.0,0.0,627.061,27678.647999999997,409.054,0.0,0.0,326.43899999999996,AS14.33
24,6.833333333333333,-0.13055555555555554,0.33888888888888885,0.04825833117596238,73028.63000035284,7.0,2.0,7575.245000000001,7622.025,4577.82,0.0,0.0,0.0,615.236,25411.265,49.733999999999995,0.0,0.0,221.341,AS14.33
25,6.0,-0.1638888888888889,0.42777777777777776,0.0661049441844745,76775.47699809074,14.0,2.0,9603.329,10413.389,4502.404,0.0,0.0,0.0,634.884,24958.025999999998,277.36199999999997,2.007,0.0,239.83599999999998,AS14.33
26,7.0,-0.030555555555555548,0.39444444444444443,0.0589071546728633,65081.316998243325,20.0,2.0,9723.952000000001,10086.601,4559.428,0.0,0.0,0.0,643.027,25115.575,237.87,2.007,0.0,93.694,AS14.33
27,6.0,0.011111111111111118,0.36944444444444446,0.0598255113737901,69495.81299734116,22.0,3.0,10482.201000000001,10010.599,4644.461,0.0,0.0,0.0,628.903,24787.190000000002,233.843,2.007,0.0,93.694,AS14.33
28,6.0,0.03611111111111113,0.3194444444444445,0.05877800062447605,72243.65399742126,21.0,3.0,12038.402,11007.21,4928.825,0.0,0.0,0.0,398.303,29408.176,233.843,2.007,0.0,104.815,AS14.33
29,6.2,-0.08055555555555555,0.3527777777777778,0.03697515379780212,58495.39999842644,20.0,3.0,9773.464,7030.728,4017.656,0.0,0.0,0.0,448.962,29345.611,227.708,2.007,0.0,75.431,AS14.33
30,6.25,-0.10833333333333332,0.38055555555555554,0.03937459395860058,62252.906999588,20.0,3.0,9991.803,7737.337,3580.374,0.0,0.0,0.0,393.443,31331.386000000002,227.708,4.0169999999999995,0.0,75.431,AS14.33
31,6.0,-0.21944444444444444,0.2972222222222222,0.0218161865303919,56140.44300127028,13.0,1.0,7372.929,6078.816000000001,3906.5290000000005,0.0,0.0,0.0,382.311,30323.106,0.0,2.01,0.0,40.459,AS14.33
32,5.75,-0.20277777777777775,0.20555555555555557,0.015108962861553067,55180.03100180625,8.0,1.0,5910.235,6809.952,3516.213,0.0,0.0,0.0,356.873,29501.405000000002,0.0,2.01,0.0,19.959000000000003,AS14.33
33,5.833333333333333,-0.3833333333333333,0.1638888888888889,0.0157611377899466,52269.00000166892,7.0,1.0,5872.7390000000005,7200.962,4103.735000000001,0.0,0.0,0.0,423.35900000000004,32116.139,0.0,2.01,0.0,19.959000000000003,AS14.33
34,6.4,-0.3833333333333333,0.1638888888888889,0.015186763096313768,44874.39700150488,7.0,1.0,4067.933,7402.378,4474.55,0.0,0.0,0.0,439.157,29159.905,0.0,2.01,0.0,8.838000000000001,AS14.33
35,6.25,-0.47500000000000003,0.17222222222222225,0.04057399520259413,47163.96800041198,9.0,2.0,6515.0,8605.432,4347.832,0.0,0.0,0.0,391.312,28777.867000000002,0.0,2.01,0.0,105.82,AS14.33
36,5.4,-0.4583333333333333,0.0888888888888889,0.05671055124110957,58182.46999883652,19.0,5.0,7076.42,8973.478,4380.269,0.0,0.0,130.53,581.707,28478.584000000003,0.0,0.0,0.0,105.82,AS14.33
37,6.2,-0.44722222222222224,0.18333333333333335,0.05596443913988691,52501.62699961662,20.0,7.0,7141.132,9236.969,3438.361,0.0,0.0,130.53,656.472,24396.197,0.0,0.0,0.0,161.993,AS14.33
38,8.2,-0.5305555555555556,0.3416666666666666,0.07125829990996929,62393.34799695015,24.0,8.0,8942.408,9901.168,3782.592,0.0,0.0,488.43899999999996,1135.175,27825.122000000003,0.0,0.0,0.0,183.821,AS14.33
39,7.0,-0.6138888888888888,0.5083333333333333,0.09605293952161624,59122.86999773979,28.0,8.0,8361.796,9516.716,2889.138,0.0,0.0,488.43899999999996,1058.4640000000002,23173.751,0.939,0.0,0.0,187.02,AS14.33
40,6.8,-0.6472222222222223,0.40833333333333327,0.12582212111311433,57745.40799641609,32.0,8.0,10457.899000000001,8923.646,2019.343,0.0,0.0,488.43899999999996,1032.643,20637.841,1053.587,8.072,0.0,419.845,AS14.33
41,7.0,-0.8555555555555555,0.5333333333333333,0.11600054418008528,50402.92299723625,30.0,7.0,7770.24,7356.302,1825.127,0.0,0.0,488.43899999999996,990.2810000000001,17769.17,1053.587,8.072,0.0,322.863,AS14.33
1,6.75,-0.1361111111111111,0.7583333333333333,0.11008589734883473,38961.00100111962,18.0,2.0,2942.831,25423.672,6057.934,0.0,0.0,0.0,960.034,1152.222,0.0,300.971,0.0,190.68099999999998,AS14.05
2,7.2,0.19722222222222222,0.5583333333333333,0.11217862285815682,38201.357001304634,15.0,3.0,2807.968,25548.106,6300.943,0.0,0.0,0.0,758.815,683.573,0.0,300.971,0.0,162.024,AS14.05
3,7.25,0.19722222222222222,0.6583333333333333,0.09978244286629667,32329.89400076867,14.0,6.0,2403.953,21450.497,4625.909,0.0,0.0,0.0,637.732,0.0,0.0,114.09400000000001,0.0,120.70700000000001,AS14.05
4,3.75,-0.024999999999999984,0.4916666666666667,0.08624553444444825,28588.025001525886,11.0,6.0,2027.221,18359.102,4487.5,0.0,0.0,0.0,667.098,0.0,0.0,58.75,0.0,99.37,AS14.05
5,4.4,-0.19166666666666665,0.25833333333333336,0.08655759715878808,26966.01700043679,12.0,13.0,1457.088,19465.521,4216.017,0.0,0.0,0.0,610.1030000000001,0.0,0.0,51.682,0.0,80.042,AS14.05
6,3.75,-0.5666666666666667,-0.075,0.06878092481125268,23955.936000585556,3.0,14.0,2152.199,18706.671,3864.907,0.0,0.0,0.0,666.8389999999999,0.0,0.0,123.331,0.0,175.75300000000001,AS14.05
7,5.333333333333333,-0.9,-0.14444444444444446,0.053326861990868064,27383.269000530243,3.0,15.0,2031.978,20317.439,5521.687,0.0,0.0,0.0,798.149,0.0,0.0,257.136,0.0,655.701,AS14.05
8,5.5,-1.1500000000000001,-0.23611111111111113,0.040123480292135145,31043.432000875477,3.0,15.0,2086.686,23381.476,5724.797,0.0,0.0,0.0,734.656,0.0,0.0,381.423,0.0,655.701,AS14.05
9,5.8,-1.25,-0.36944444444444446,0.04461983651792734,39274.63900303841,2.0,13.0,2313.75,29857.25,6486.209,0.0,0.0,0.0,788.164,0.0,0.0,519.066,0.0,681.986,AS14.05
10,6.2,-0.9166666666666666,-0.10277777777777779,0.049080434990107925,42274.739003658295,3.0,13.0,2609.539,32526.356,9973.701000000001,0.0,0.0,0.0,781.8349999999999,345.007,0.0,519.066,0.0,692.0210000000001,AS14.05
11,6.4,-0.75,0.23055555555555554,0.05227714909051533,40789.64200377464,5.0,5.0,2813.585,31230.688000000002,9569.604,0.0,0.0,0.0,781.949,345.007,0.0,551.599,0.0,739.1610000000001,AS14.05
12,6.2,-0.5499999999999999,0.5305555555555556,0.0636744220144183,40754.9820022583,9.0,4.0,1889.932,30813.638,9375.786,0.0,0.0,0.0,784.296,345.007,0.0,474.582,0.0,681.429,AS14.05
13,6.8,-0.45,0.6416666666666667,0.0660701609752131,32510.080000400547,11.0,3.0,1884.723,25463.883,7957.543,0.0,0.0,0.0,652.629,345.007,0.0,573.094,0.0,252.91699999999997,AS14.05
14,7.0,-0.3666666666666667,0.7333333333333334,0.07255174037875049,28629.326000213623,11.0,2.0,2167.4120000000003,20712.08,8161.061999999999,0.0,0.0,0.0,627.605,701.514,0.0,501.295,0.0,272.048,AS14.05
15,7.0,-0.3,0.8666666666666667,0.07187678721552136,20728.342997550964,10.0,1.0,1935.084,13716.515,7675.364,0.0,0.0,0.0,632.968,1010.313,0.0,539.2760000000001,0.0,255.869,AS14.05
16,7.2,-0.4666666666666666,0.9,0.07311460424333777,20514.513996362686,9.0,1.0,2333.819,12975.717,3797.863,0.0,0.0,0.0,607.835,1310.068,0.0,539.2760000000001,0.0,238.798,AS14.05
17,7.0,-0.5333333333333333,0.9,0.06262016119739265,27147.989996671684,9.0,0.0,3442.118,17918.449,3725.352,0.0,0.0,0.0,762.2,1547.659,0.0,747.263,0.0,214.16899999999998,AS14.05
18,7.5,-0.4000000000000001,0.9333333333333332,0.06168165361871725,25504.75799822808,6.0,0.0,3527.0299999999997,16005.551,3582.4809999999998,0.0,0.0,0.0,1094.2530000000002,1547.659,0.0,841.868,0.0,118.274,AS14.05
19,6.8,-0.39999999999999997,0.9333333333333332,0.06535187301609684,28493.90199923516,6.0,0.0,3646.05,19028.216,3200.433,0.0,0.0,0.0,1038.106,1553.695,0.0,586.158,0.0,124.746,AS14.05
20,6.75,-0.44166666666666665,0.9249999999999999,0.0634739911501005,28854.005999565135,7.0,0.0,3657.5280000000002,20249.153,2629.899,0.0,0.0,0.0,1047.348,1197.1879999999999,0.0,579.921,0.0,137.81799999999998,AS14.05
21,6.75,-0.3666666666666667,0.7583333333333333,0.06547376431419877,27984.282001972206,8.0,0.0,3540.835,19974.232,3979.235,0.0,0.0,0.0,1587.399,888.3889999999999,0.0,411.341,0.0,127.71199999999999,AS14.05
22,7.0,-0.15833333333333335,0.75,0.08228500889007913,31299.397001504913,9.0,0.0,3331.8959999999997,23175.947,4658.777,0.0,0.0,0.0,1645.146,250.788,0.0,498.488,0.0,131.72799999999998,AS14.05
23,7.2,0.10833333333333334,0.75,0.07760010831814126,25528.48000097276,7.0,0.0,2239.808,18753.183,5265.9310000000005,0.0,0.0,0.0,3295.548,270.861,0.0,257.968,0.0,113.25,AS14.05
24,7.0,0.1416666666666667,0.6833333333333332,0.08182123934012787,28914.525001049056,6.0,0.0,2973.71,22211.86,5600.0509999999995,0.0,0.0,21.127,2938.066,343.404,0.0,140.442,0.0,118.28999999999999,AS14.05
25,7.0,-0.024999999999999984,0.6833333333333332,0.07714394252362661,33931.924999475494,4.0,3.0,3118.8050000000003,25665.75,5244.037,0.0,0.0,21.127,2974.711,1104.341,0.0,289.135,0.0,83.733,AS14.05
26,7.5,0.05833333333333335,0.6833333333333332,0.08502205736112073,31280.154000282295,16.0,3.0,3265.876,23314.357,5097.485000000001,0.0,0.0,21.127,3038.42,1302.9769999999999,0.0,242.88400000000001,0.0,51.53,AS14.05
27,6.4,-0.18333333333333332,0.75,0.08778850150394618,32834.807998657234,15.0,3.0,3618.315,23340.347999999998,3486.221,0.0,0.0,21.127,2534.278,2444.0069999999996,0.0,482.233,0.0,125.629,AS14.05
28,7.0,-0.19166666666666665,0.7583333333333333,0.07173476751496992,32467.529000997543,14.0,3.0,3509.378,21408.446,3157.0640000000003,0.0,0.0,21.127,2985.109,3998.733,0.0,614.6220000000001,0.0,132.83700000000002,AS14.05
29,7.2,-0.425,0.7250000000000001,0.08711848601546045,30877.28700041771,13.0,3.0,3244.131,20368.7,2512.27,0.0,0.0,21.127,1215.422,4203.574,0.0,614.6220000000001,0.0,151.998,AS14.05
30,6.6,-0.3916666666666666,0.725,0.09052235357321599,30465.689999103546,13.0,3.0,2813.5209999999997,19669.067,2397.962,0.0,0.0,0.0,1201.26,4964.739,0.0,654.675,0.0,187.322,AS14.05
31,7.5,-0.11666666666666664,0.725,0.1015004452349391,27135.862001419064,14.0,1.0,3563.0190000000002,16780.698,2692.7780000000002,0.0,0.0,0.0,1368.328,5079.321,0.0,698.501,0.0,151.909,AS14.05
32,7.2,-0.2916666666666667,0.7333333333333334,0.09262704630021719,27226.725002527233,3.0,1.0,3061.332,16252.606999999998,2534.607,0.0,0.0,0.0,1339.2499999999998,5785.08,0.0,804.289,0.0,166.194,AS14.05
33,7.2,-0.2916666666666667,0.8333333333333334,0.08157030423790891,30792.98200249672,3.0,1.0,2809.915,19744.198,2764.576,0.0,0.0,0.0,1236.985,6115.302,0.0,738.264,0.0,202.015,AS14.05
34,7.2,-0.425,0.8666666666666667,0.08898378910532619,31079.553001403816,3.0,1.0,2853.774,21386.704,2529.0280000000002,0.0,0.0,0.0,704.45,5200.96,5.029,574.061,0.0,405.82,AS14.05
35,7.2,-0.2583333333333333,0.8666666666666667,0.08185021387356708,34050.71400380135,4.0,2.0,3155.1000000000004,22545.708,2573.378,0.0,0.0,0.0,730.095,6190.567999999999,5.029,671.628,0.0,394.806,AS14.05
36,7.2,-0.4916666666666667,0.9333333333333332,0.07616828741808401,33325.032002687454,4.0,3.0,2817.52,21903.754,3101.998,0.0,0.0,0.0,716.529,6245.013,5.029,747.759,0.0,354.442,AS14.05
37,7.2,-0.6333333333333333,0.9,0.06353556391165972,32433.73900222779,3.0,2.0,2133.766,21658.035,2374.706,0.0,0.0,0.0,505.166,5907.323,5.029,604.434,0.0,361.45099999999996,AS14.05
38,7.2,-0.6999999999999998,0.9333333333333332,0.0615631858587902,35742.41200327874,4.0,2.0,3608.317,24023.712,3169.3410000000003,0.0,0.0,0.0,458.396,6264.7119999999995,5.029,717.0419999999999,0.0,382.43100000000004,AS14.05
39,7.8,-0.6333333333333333,0.9333333333333332,0.0890270805588123,33610.18700385094,6.0,3.0,3924.4320000000002,22397.466,3720.279,0.0,0.0,0.0,558.687,5503.009,5.029,552.7479999999999,0.0,344.97,AS14.05
40,7.4,-0.6333333333333333,0.9333333333333332,0.07520125136462087,28830.16900491714,6.0,3.0,3620.956,19627.872,3583.6470000000004,0.0,0.0,0.0,713.63,5378.455,0.0,497.41499999999996,0.0,208.699,AS14.05
41,7.0,-0.7999999999999999,0.9666666666666667,0.06644402599353728,30137.302003383633,6.0,2.0,3523.11,22115.775999999998,3975.733,0.0,0.0,0.0,617.1129999999999,4499.059,0.0,573.8620000000001,0.0,199.529,AS14.05
42,6.8,-0.5666666666666667,0.9333333333333332,0.05981372603638935,29229.82900357246,6.0,1.0,3278.2540000000004,21415.878,3593.385,0.0,0.0,0.0,685.067,5957.5509999999995,0.0,633.156,0.0,209.653,AS14.05
43,7.0,-0.5666666666666667,0.9666666666666667,0.06351996797583373,27878.99800276756,6.0,1.0,2869.599,20440.944,3597.8,0.0,0.0,0.0,691.116,5758.834,0.0,787.258,0.0,209.684,AS14.05
44,6.8,-0.39999999999999997,0.9666666666666667,0.05955989357377,27212.70899891853,3.0,1.0,1621.67,21095.209,2849.8289999999997,0.0,0.0,0.0,764.672,4992.255,0.0,568.8620000000001,0.0,174.419,AS14.05
45,7.0,-0.3,0.9666666666666667,0.027335040132664218,34331.80999779701,1.0,7.0,4093.845,25219.847,2069.751,0.0,0.0,0.0,1067.663,5175.781,0.0,672.375,0.0,144.189,AS14.05
46,6.75,-0.15833333333333333,0.9666666666666667,0.03327643489809263,35000.220996141434,2.0,12.0,4453.772,24508.659,2004.371,0.0,0.0,0.0,909.184,5370.529,0.0,886.8910000000001,0.0,74.506,AS14.05
47,7.0,-0.016666666666666663,0.9666666666666667,0.04365571946504771,33075.36799478531,3.0,12.0,4203.526,23086.634,1602.525,0.0,0.0,0.0,957.6379999999999,4869.77,0.0,822.948,0.0,97.654,AS14.05
48,6.333333333333333,-0.13888888888888887,1.0,0.037209979944742004,29294.054996252064,3.0,12.0,4203.526,20379.49,1024.0249999999999,0.0,0.0,0.0,826.645,2523.125,0.0,647.47,0.0,87.53,AS14.05
1,6.4,0.17500000000000002,0.6666666666666666,0.10831593625056381,42323.71399998665,20.0,0.0,15231.473,9142.532,6706.624,66.418,14.796,17.189,347.392,14237.598,941.5959999999999,60.299,0.0,42.458,AS14.12
2,6.0,0.19166666666666665,0.5333333333333333,0.10811088473791468,49473.4509999752,21.0,0.0,15337.419,10531.75,7258.332,194.916,14.796,414.69100000000003,353.26599999999996,12431.376,967.3059999999999,60.299,0.0,37.406,AS14.12
3,5.4,0.25833333333333336,0.4083333333333334,0.11563631349179171,49058.876001596436,15.0,0.0,12868.449999999999,10751.954,4591.596,328.536,14.796,1262.718,315.988,13075.2,1341.0919999999999,60.299,0.0,23.237000000000002,AS14.12
4,6.5,0.21666666666666667,0.325,0.11775378366834836,46508.586000919335,18.0,3.0,7560.519,10678.84,3950.003,328.536,14.796,1787.855,309.781,14240.094000000001,2929.091,0.0,0.0,15.117,AS14.12
